	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
221097	England/NORT-29DC6C/2020	EPI_ISL_488074	NU-OMICS DNA Sequencing research facility, Northumbria University	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Chris Duncan et al
221123	England/NORT-29E15D/2020	EPI_ISL_488071	NU-OMICS DNA Sequencing research facility, Northumbria University	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Chris Duncan et al
221252	England/NORT-2A1148/2020	EPI_ISL_866487	Northumbria University / South Tees Hospitals NHS Foundation Trust / North Cumbria Integrated Care NHS Foundation Trust / North Tees and Hartlepool NHS Foundation Trust / Newcastle Hospitals NHS Foundation Trust	COVID-19 Genomics UK (COG-UK) Consortium	Darren L Smith et al
221289	England/NORT-2A1649/2021	EPI_ISL_866535	Northumbria University / South Tees Hospitals NHS Foundation Trust / North Cumbria Integrated Care NHS Foundation Trust / North Tees and Hartlepool NHS Foundation Trust / Newcastle Hospitals NHS Foundation Trust	COVID-19 Genomics UK (COG-UK) Consortium	Darren L Smith et al
223732	England/NORW-EEB43/2020	EPI_ISL_493545	Quadram Institute Bioscience	COVID-19 Genomics UK (COG-UK) Consortium	Dave J. Baker et al
223736	England/NORW-EEBDA/2020	EPI_ISL_493546	Quadram Institute Bioscience	COVID-19 Genomics UK (COG-UK) Consortium	Dave J. Baker et al
223850	England/NORW-EFDF1/2020	EPI_ISL_595160	Quadram Institute Bioscience	COVID-19 Genomics UK (COG-UK) Consortium	Dave J. Baker et al
224089	England/NORW-F1B6B/2020	EPI_ISL_627619	Quadram Institute Bioscience	COVID-19 Genomics UK (COG-UK) Consortium	Dave J. Baker et al
227260	England/NOTT-122178/2021	EPI_ISL_820578	Queens Medical Centre, Clinical Microbiology Department / DeepSeq Nottingham	COVID-19 Genomics UK (COG-UK) Consortium	Gemma Clark et al
227261	England/NOTT-122179/2021	EPI_ISL_820573	Queens Medical Centre, Clinical Microbiology Department / DeepSeq Nottingham	COVID-19 Genomics UK (COG-UK) Consortium	Gemma Clark et al
227278	England/NOTT-122268/2021	EPI_ISL_820607	Queens Medical Centre, Clinical Microbiology Department / DeepSeq Nottingham	COVID-19 Genomics UK (COG-UK) Consortium	Gemma Clark et al
229522	England/OXON-F44A9A/2020	EPI_ISL_950791	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
229554	England/OXON-F44F8C/2020	EPI_ISL_950817	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
229818	England/OXON-F48DCA/2020	EPI_ISL_867082	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
229860	England/OXON-F49F1E/2020	EPI_ISL_951083	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
229950	England/OXON-F4BBBE/2021	EPI_ISL_922178	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
229956	England/OXON-F4BD9A/2021	EPI_ISL_922183	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
230187	England/OXON-F52167/2020	EPI_ISL_922299	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
230277	England/OXON-F5353D/2021	EPI_ISL_951378	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
230954	England/PORT-2D40F4/2020	EPI_ISL_529674	Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust	COVID-19 Genomics UK (COG-UK) Consortium	Angela Beckett et al
230955	England/PORT-2D4294/2020	EPI_ISL_577196	Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust	COVID-19 Genomics UK (COG-UK) Consortium	Angela Beckett et al
233290	England/PORT-2F5DAB/2020	EPI_ISL_512429	Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust	COVID-19 Genomics UK (COG-UK) Consortium	Angela Beckett et al
233291	England/PORT-2F5DBA/2020	EPI_ISL_512430	Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust	COVID-19 Genomics UK (COG-UK) Consortium	Angela Beckett et al
233292	England/PORT-2F5DC9/2020	EPI_ISL_512431	Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust	COVID-19 Genomics UK (COG-UK) Consortium	Angela Beckett et al
233293	England/PORT-2F5DD8/2020	EPI_ISL_512432	Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust	COVID-19 Genomics UK (COG-UK) Consortium	Angela Beckett et al
233294	England/PORT-2F5DE7/2020	EPI_ISL_512433	Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust	COVID-19 Genomics UK (COG-UK) Consortium	Angela Beckett et al
233295	England/PORT-2F5DF6/2020	EPI_ISL_512434	Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust	COVID-19 Genomics UK (COG-UK) Consortium	Angela Beckett et al
233368	England/QEUH-100292E/2021	EPI_ISL_863350	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
233375	England/QEUH-1002997/2021	EPI_ISL_863249	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
233376	England/QEUH-10029A6/2021	EPI_ISL_863333	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
233381	England/QEUH-10029F1/2021	EPI_ISL_863365	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
233382	England/QEUH-1002A0D/2021	EPI_ISL_863444	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
233390	England/QEUH-1002A94/2021	EPI_ISL_863468	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
233392	England/QEUH-1002AB2/2021	EPI_ISL_863309	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
233395	England/QEUH-1002AEF/2021	EPI_ISL_863384	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
233450	England/QEUH-1002E7A/2021	EPI_ISL_863459	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
233550	England/QEUH-10038F3/2021	EPI_ISL_863499	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
233554	England/QEUH-100393C/2021	EPI_ISL_863452	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
233559	England/QEUH-1003987/2021	EPI_ISL_863286	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
233603	England/QEUH-1014DB4/2021	EPI_ISL_917120	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
233622	England/QEUH-1014FAF/2021	EPI_ISL_916688	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
233654	England/QEUH-1015700/2021	EPI_ISL_916704	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
233656	England/QEUH-101574C/2021	EPI_ISL_916730	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
233661	England/QEUH-10157D3/2021	EPI_ISL_916696	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
233681	England/QEUH-1015F08/2021	EPI_ISL_917021	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
233773	England/QEUH-1031EEB/2021	EPI_ISL_923720	Department of Pathology, University of Cambridge	COVID-19 Genomics UK (COG-UK) Consortium	Aminu S. Jahun et al
233840	England/QEUH-103249D/2021	EPI_ISL_952860	Department of Pathology, University of Cambridge	COVID-19 Genomics UK (COG-UK) Consortium	Aminu S. Jahun et al
233852	England/QEUH-10325E5/2021	EPI_ISL_952879	Department of Pathology, University of Cambridge	COVID-19 Genomics UK (COG-UK) Consortium	Aminu S. Jahun et al
233859	England/QEUH-103266A/2021	EPI_ISL_923800	Department of Pathology, University of Cambridge	COVID-19 Genomics UK (COG-UK) Consortium	Aminu S. Jahun et al
233860	England/QEUH-1032688/2021	EPI_ISL_923802	Department of Pathology, University of Cambridge	COVID-19 Genomics UK (COG-UK) Consortium	Aminu S. Jahun et al
233875	England/QEUH-1032828/2021	EPI_ISL_923821	Department of Pathology, University of Cambridge	COVID-19 Genomics UK (COG-UK) Consortium	Aminu S. Jahun et al
233877	England/QEUH-1032855/2021	EPI_ISL_923824	Department of Pathology, University of Cambridge	COVID-19 Genomics UK (COG-UK) Consortium	Aminu S. Jahun et al
233880	England/QEUH-10328BF/2021	EPI_ISL_923829	Department of Pathology, University of Cambridge	COVID-19 Genomics UK (COG-UK) Consortium	Aminu S. Jahun et al
233886	England/QEUH-1032916/2021	EPI_ISL_923835	Department of Pathology, University of Cambridge	COVID-19 Genomics UK (COG-UK) Consortium	Aminu S. Jahun et al
233888	England/QEUH-1032934/2021	EPI_ISL_923837	Department of Pathology, University of Cambridge	COVID-19 Genomics UK (COG-UK) Consortium	Aminu S. Jahun et al
233908	England/QEUH-1032B4D/2021	EPI_ISL_952890	Department of Pathology, University of Cambridge	COVID-19 Genomics UK (COG-UK) Consortium	Aminu S. Jahun et al
234151	England/QEUH-10675AB/2021	EPI_ISL_908260	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234208	England/QEUH-109B483/2021	EPI_ISL_909194	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234213	England/QEUH-109B517/2021	EPI_ISL_909090	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234214	England/QEUH-109B526/2021	EPI_ISL_909118	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234223	England/QEUH-109C1C7/2021	EPI_ISL_909111	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234224	England/QEUH-109C1D6/2021	EPI_ISL_909005	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234230	England/QEUH-109C23D/2021	EPI_ISL_909063	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234237	England/QEUH-109C4FB/2021	EPI_ISL_909210	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234238	England/QEUH-109C507/2021	EPI_ISL_909233	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234244	England/QEUH-109C561/2021	EPI_ISL_909176	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234245	England/QEUH-109C570/2021	EPI_ISL_909150	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234253	England/QEUH-109D542/2021	EPI_ISL_908993	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234315	England/QEUH-10BA3DC/2021	EPI_ISL_891747	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234432	England/QEUH-10BB098/2021	EPI_ISL_909393	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234453	England/QEUH-10BB238/2021	EPI_ISL_909570	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234456	England/QEUH-10BB265/2021	EPI_ISL_909262	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234465	England/QEUH-10E5411/2021	EPI_ISL_907867	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234487	England/QEUH-10E6CAF/2021	EPI_ISL_907722	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234490	England/QEUH-10E6CDC/2021	EPI_ISL_907786	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234520	England/QEUH-10E6EB8/2021	EPI_ISL_908471	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234522	England/QEUH-10E6ED6/2021	EPI_ISL_907994	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234529	England/QEUH-10E6F5B/2021	EPI_ISL_907925	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234576	England/QEUH-10E734F/2021	EPI_ISL_908522	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234586	England/QEUH-10E73F4/2021	EPI_ISL_908411	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234617	England/QEUH-10E75FE/2021	EPI_ISL_907946	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234619	England/QEUH-10E7619/2021	EPI_ISL_907800	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234622	England/QEUH-10E7655/2021	EPI_ISL_907972	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234641	England/QEUH-10E778F/2021	EPI_ISL_907949	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234648	England/QEUH-10E77F8/2021	EPI_ISL_907903	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234650	England/QEUH-10E7813/2021	EPI_ISL_907860	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234651	England/QEUH-10E7822/2021	EPI_ISL_907801	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234652	England/QEUH-10E7831/2021	EPI_ISL_907989	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234678	England/QEUH-10E79E3/2021	EPI_ISL_908002	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234683	England/QEUH-10E7A4A/2021	EPI_ISL_907706	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234685	England/QEUH-10E7A95/2021	EPI_ISL_907988	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234692	England/QEUH-10EF0AA/2021	EPI_ISL_907525	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234699	England/QEUH-10EF110/2021	EPI_ISL_907570	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234797	England/QEUH-10F0C0C/2021	EPI_ISL_907483	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234900	England/QEUH-10F8518/2021	EPI_ISL_907165	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234903	England/QEUH-10F8545/2021	EPI_ISL_907201	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234910	England/QEUH-10F85BE/2021	EPI_ISL_907330	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234912	England/QEUH-10F85DC/2021	EPI_ISL_907228	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234914	England/QEUH-10F85FA/2021	EPI_ISL_907134	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234959	England/QEUH-10F8967/2021	EPI_ISL_907294	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234961	England/QEUH-10F8985/2021	EPI_ISL_907344	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234962	England/QEUH-10F8994/2021	EPI_ISL_907282	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234986	England/QEUH-10F8D4D/2021	EPI_ISL_907149	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
234998	England/QEUH-10F8E1D/2021	EPI_ISL_907249	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235007	England/QEUH-10F8F0B/2021	EPI_ISL_907319	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235014	England/QEUH-10F8F83/2021	EPI_ISL_907196	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235045	England/QEUH-1129304/2021	EPI_ISL_932418	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235103	England/QEUH-1129902/2021	EPI_ISL_932360	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235118	England/QEUH-112A109/2021	EPI_ISL_932405	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235135	England/QEUH-112AAA4/2021	EPI_ISL_932461	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235204	England/QEUH-114B2C3/2021	EPI_ISL_932921	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235207	England/QEUH-114B30C/2021	EPI_ISL_932905	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235210	England/QEUH-114B339/2021	EPI_ISL_932914	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235217	England/QEUH-114B3A2/2021	EPI_ISL_933004	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235256	England/QEUH-114B982/2021	EPI_ISL_932925	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235263	England/QEUH-114BA43/2021	EPI_ISL_932856	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235293	England/QEUH-114C31A/2021	EPI_ISL_939465	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235302	England/QEUH-114C63F/2021	EPI_ISL_939471	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235314	England/QEUH-114C74B/2021	EPI_ISL_939592	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235329	England/QEUH-114C990/2021	EPI_ISL_939575	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235330	England/QEUH-114C9BE/2021	EPI_ISL_939309	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235363	England/QEUH-114CE73/2021	EPI_ISL_939386	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235389	England/QEUH-114D23A/2021	EPI_ISL_939349	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235428	England/QEUH-116EB0B/2021	EPI_ISL_948119	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235490	England/QEUH-116F01A/2021	EPI_ISL_948299	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235494	England/QEUH-116F056/2021	EPI_ISL_948357	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235500	England/QEUH-116F0CF/2021	EPI_ISL_948415	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235506	England/QEUH-116F126/2021	EPI_ISL_948394	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235511	England/QEUH-116F171/2021	EPI_ISL_948243	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235517	England/QEUH-116F1EA/2021	EPI_ISL_948401	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235548	England/QEUH-116F4B4/2021	EPI_ISL_948386	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235626	England/QEUH-1172111/2021	EPI_ISL_947357	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235638	England/QEUH-118829D/2021	EPI_ISL_946365	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235642	England/QEUH-11882F7/2021	EPI_ISL_946215	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235673	England/QEUH-1188FE1/2021	EPI_ISL_946378	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235747	England/QEUH-1189B28/2021	EPI_ISL_945873	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235751	England/QEUH-1189B73/2021	EPI_ISL_945938	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235757	England/QEUH-1189BDD/2021	EPI_ISL_946023	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235776	England/QEUH-1189E3E/2021	EPI_ISL_946000	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235804	England/QEUH-118A37A/2021	EPI_ISL_945860	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235831	England/QEUH-1199C9B/2021	EPI_ISL_963376	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
235874	England/QEUH-119A289/2021	EPI_ISL_945040	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
