	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
276010	Georgia/Tb-72720/2020	EPI_ISL_754195	Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Gvantsa Brachveli et al
319251	Latvia/163/2020	EPI_ISL_639660	E. Gulbja Laboratorija	Latvian Biomedical Research and Study Centre	Ivars Silamiķelis et al
319267	Latvia/179/2020	EPI_ISL_639676	Centrālā Laboratorija	Latvian Biomedical Research and Study Centre	Ivars Silamiķelis et al
319284	Latvia/196/2020	EPI_ISL_639693	E. Gulbja Laboratorija	Latvian Biomedical Research and Study Centre	Ivars Silamiķelis et al
319293	Latvia/205/2020	EPI_ISL_770041	E. Gulbja Laboratorija	Latvian Biomedical Research and Study Centre	Ivars Silamiķelis et al
319295	Latvia/207/2020	EPI_ISL_770043	E. Gulbja Laboratorija	Latvian Biomedical Research and Study Centre	Ivars Silamiķelis et al
319313	Latvia/226/2020	EPI_ISL_770060	Latvijas Infektoloģijas centrs	Latvian Biomedical Research and Study Centre	Ivars Silamiķelis et al
337633	Norway/3195/2020	EPI_ISL_549028	Furst Medical Laboratory	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337646	Norway/3243/2020	EPI_ISL_590920	Vestfold Hospital, Toensberg Department of Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337657	Norway/3279/2020	EPI_ISL_590902	Furst Medical Laboratory	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337660	Norway/3283/2020	EPI_ISL_590911	Unilabs Laboratory Medicine	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337665	Norway/3328/2020	EPI_ISL_590880	Medical Microbiology Unit, Department for Laboratory Medicine, Drammen Hospital, Vestre Viken Health Trust,	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337670	Norway/3367/2020	EPI_ISL_590883	Foerde Hospital, Department of Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337671	Norway/3368/2020	EPI_ISL_590884	Foerde Hospital, Department of Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337736	Norway/3708/2020	EPI_ISL_590985	Foerde Hospital, Department of Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337940	Norway/4631/2020	EPI_ISL_635164	Ostfold Hospital Trust - Kalnes, Centre for Laboratory Medicine, Section for gene technology and infection serology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
337976	Norway/4761/2020	EPI_ISL_668399	Nordland Hospital - Bodo, Laboratory Department, Molecular Biology Unit	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
338005	Norway/4893/2020	EPI_ISL_668423	Nordland Hospital - Bodo, Laboratory Department, Molecular Biology Unit	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
338011	Norway/4907/2020	EPI_ISL_668429	Nordland Hospital - Bodo, Laboratory Department, Molecular Biology Unit	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
338015	Norway/4919/2020	EPI_ISL_668432	Nordland Hospital - Bodo, Laboratory Department, Molecular Biology Unit	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
338236	Norway/5877/2020	EPI_ISL_775345	Ostfold Hospital Trust - Kalnes, Centre for Laboratory Medicine, Section for gene technology and infection serology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
338293	Norway/6290/2020	EPI_ISL_775378	Nordland Hospital - Bodo, Laboratory Department, Molecular Biology Unit	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
378903	Sweden/20-08948/2020	EPI_ISL_534231	Capio S:t Gorans sjukhus	The Public Health Agency of Sweden	Anna-Malin Linde et al
379022	Sweden/20-13126/2020	EPI_ISL_775572	Klinisk mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
379033	Sweden/20-13139/2020	EPI_ISL_789025	ABC	The Public Health Agency of Sweden	Department of Microbiology et al
379035	Sweden/20-13141/2020	EPI_ISL_775579	ABC	The Public Health Agency of Sweden	Department of Microbiology et al
379049	Sweden/20-13166/2020	EPI_ISL_766716	A05 Biomedicum	The Public Health Agency of Sweden	Department of Microbiology et al
379122	Sweden/20-21513/2020	EPI_ISL_676530	Uppsala klinisk mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
379158	Sweden/20-22279/2020	EPI_ISL_654894	Klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379159	Sweden/20-22280/2020	EPI_ISL_654895	Klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379160	Sweden/20-22281/2020	EPI_ISL_654896	Klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379161	Sweden/20-22282/2020	EPI_ISL_654897	Klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379162	Sweden/20-22284/2020	EPI_ISL_654898	Klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379209	Sweden/20-23686/2020	EPI_ISL_648190	The Public Health Agency of Sweden	The Public Health Agency of Sweden	Anna-Malin Linde et al
379583	Sweden/20-52356/2020	EPI_ISL_648133	Klinisk mikrobiologi centralsjukhuset Karlstad	The Public Health Agency of Sweden	Anna-Malin Linde et al
379587	Sweden/20-52386/2020	EPI_ISL_534241	Norra Alvsborgs lanssjukhus	The Public Health Agency of Sweden	Anna-Malin Linde et al
379597	Sweden/20-52453/2020	EPI_ISL_539885	Narhalsan Fjallbacka VC	The Public Health Agency of Sweden	Anna-Malin Linde et al
379601	Sweden/20-52480/2020	EPI_ISL_539886	Barnakuten	The Public Health Agency of Sweden	Anna-Malin Linde et al
379602	Sweden/20-52533/2020	EPI_ISL_534249	Gavle Sjukhus	The Public Health Agency of Sweden	Anna-Malin Linde et al
379605	Sweden/20-52538/2020	EPI_ISL_534251	Gavle Sjukhus	The Public Health Agency of Sweden	Anna-Malin Linde et al
379614	Sweden/20-52638/2020	EPI_ISL_534258	Laboratoriemedicin Vasternorrland	The Public Health Agency of Sweden	Anna-Malin Linde et al
379629	Sweden/20-52672/2020	EPI_ISL_582804	Halmstad klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379636	Sweden/20-52697/2020	EPI_ISL_615101	Gavle klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379637	Sweden/20-52698/2020	EPI_ISL_615102	Gavle klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379646	Sweden/20-52709/2020	EPI_ISL_615111	Orebro klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379647	Sweden/20-52711/2020	EPI_ISL_648204	Orebro klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379648	Sweden/20-52714/2020	EPI_ISL_615112	Orebro klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379651	Sweden/20-52719/2020	EPI_ISL_615114	Orebro klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379653	Sweden/20-52722/2020	EPI_ISL_661282	Orebro klinisk mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
379655	Sweden/20-52728/2020	EPI_ISL_648165	The Public Health Agency of Sweden	The Public Health Agency of Sweden	Anna-Malin Linde et al
379658	Sweden/20-52748/2020	EPI_ISL_615109	Klinisk mikrobiologi NAL Trollhattan	The Public Health Agency of Sweden	Anna-Malin Linde et al
379667	Sweden/20-52776/2020	EPI_ISL_654951	Klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379672	Sweden/20-52783/2020	EPI_ISL_582808	Klinisk Mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379681	Sweden/20-52827/2020	EPI_ISL_648198	Skovde/Unilabs	The Public Health Agency of Sweden	Anna-Malin Linde et al
379682	Sweden/20-52828/2020	EPI_ISL_648199	Skovde/Unilabs	The Public Health Agency of Sweden	Anna-Malin Linde et al
379683	Sweden/20-52829/2020	EPI_ISL_615115	Skovde/Unilabs	The Public Health Agency of Sweden	Anna-Malin Linde et al
379684	Sweden/20-52830/2020	EPI_ISL_615116	Skovde/Unilabs	The Public Health Agency of Sweden	Anna-Malin Linde et al
379686	Sweden/20-52881/2020	EPI_ISL_648148	Halmstad klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379687	Sweden/20-52882/2020	EPI_ISL_615104	Halmstad klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379689	Sweden/20-52885/2020	EPI_ISL_615106	Halmstad klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379690	Sweden/20-52886/2020	EPI_ISL_615107	Halmstad klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379697	Sweden/20-52904/2020	EPI_ISL_766629	Klinisk mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
379700	Sweden/20-52931/2020	EPI_ISL_660422	Orebro klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379703	Sweden/20-52934/2020	EPI_ISL_831962	Orebro klinisk mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
379704	Sweden/20-52935/2020	EPI_ISL_831963	Orebro klinisk mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
379705	Sweden/20-52936/2020	EPI_ISL_831964	Orebro klinisk mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
379706	Sweden/20-52937/2020	EPI_ISL_660423	Orebro klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379707	Sweden/20-52938/2020	EPI_ISL_831965	Orebro klinisk mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
379708	Sweden/20-52939/2020	EPI_ISL_831966	Orebro klinisk mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
379709	Sweden/20-52940/2020	EPI_ISL_831967	Orebro klinisk mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
379710	Sweden/20-52941/2020	EPI_ISL_831968	Orebro klinisk mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
379711	Sweden/20-52942/2020	EPI_ISL_831969	unknown	The Public Health Agency of Sweden	Department of Microbiology et al
379713	Sweden/20-52944/2020	EPI_ISL_660424	Orebro klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379714	Sweden/20-52948/2020	EPI_ISL_831970	Orebro klinisk mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
379715	Sweden/20-52949/2020	EPI_ISL_831971	Orebro klinisk mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
379716	Sweden/20-52951/2020	EPI_ISL_660425	Orebro klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379717	Sweden/20-52952/2020	EPI_ISL_660426	Orebro klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379718	Sweden/20-52953/2020	EPI_ISL_831972	Orebro klinisk mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
379719	Sweden/20-52956/2020	EPI_ISL_660427	Klinisk Mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379720	Sweden/20-52958/2020	EPI_ISL_660428	Klinisk Mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379721	Sweden/20-52961/2020	EPI_ISL_660429	Klinisk Mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379722	Sweden/20-52962/2020	EPI_ISL_660430	Klinisk Mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379723	Sweden/20-52963/2020	EPI_ISL_660431	Klinisk Mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379724	Sweden/20-52999/2020	EPI_ISL_661284	Klinsisk mikrobiologi Linkoping	The Public Health Agency of Sweden	Department of Microbiology et al
379727	Sweden/20-53002/2020	EPI_ISL_661285	Klinsisk mikrobiologi Linkoping	The Public Health Agency of Sweden	Department of Microbiology et al
379748	Sweden/20-53075/2020	EPI_ISL_648149	The Public Health Agency of Sweden	The Public Health Agency of Sweden	Anna-Malin Linde et al
379750	Sweden/20-53077/2020	EPI_ISL_676494	Klinisk mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
379751	Sweden/20-53078/2020	EPI_ISL_648147	The Public Health Agency of Sweden	The Public Health Agency of Sweden	Anna-Malin Linde et al
379752	Sweden/20-53079/2020	EPI_ISL_648146	The Public Health Agency of Sweden	The Public Health Agency of Sweden	Anna-Malin Linde et al
379763	Sweden/20-53102/2020	EPI_ISL_648194	The Public Health Agency of Sweden	The Public Health Agency of Sweden	Anna-Malin Linde et al
379764	Sweden/20-53103/2020	EPI_ISL_648195	The Public Health Agency of Sweden	The Public Health Agency of Sweden	Anna-Malin Linde et al
379765	Sweden/20-53104/2020	EPI_ISL_648196	The Public Health Agency of Sweden	The Public Health Agency of Sweden	Anna-Malin Linde et al
379790	Sweden/20-53256/2020	EPI_ISL_648155	Stockholm	The Public Health Agency of Sweden	Anna-Malin Linde et al
379791	Sweden/20-53257/2020	EPI_ISL_648154	Stockholm	The Public Health Agency of Sweden	Anna-Malin Linde et al
379793	Sweden/20-53261/2020	EPI_ISL_648153	Stockholm	The Public Health Agency of Sweden	Anna-Malin Linde et al
379816	Sweden/20-53306/2020	EPI_ISL_710593	MLF Care AB	The Public Health Agency of Sweden	Department of Microbiology et al
379829	Sweden/20-53378/2020	EPI_ISL_676539	Laboratoriemedicin, Klinisk mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
379830	Sweden/20-53380/2020	EPI_ISL_661300	Laboratoriemedicin, Klinisk mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
379832	Sweden/20-53395/2020	EPI_ISL_676497	Klinisk Mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
379838	Sweden/20-53401/2020	EPI_ISL_661301	Klinisk Mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
379872	Sweden/20-53635/2020	EPI_ISL_710603	Klinisk mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
379885	Sweden/20-53725/2020	EPI_ISL_766632	Klinisk mikrobiologi, Viruslab	The Public Health Agency of Sweden	Department of Microbiology et al
379886	Sweden/20-53761/2020	EPI_ISL_766633	Klinisk mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
379950	Sweden/20-53851/2020	EPI_ISL_913317	Klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
379971	Sweden/20-53885/2020	EPI_ISL_789045	Klinisk mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
379985	Sweden/20-53904/2020	EPI_ISL_789056	Klinisk mikrobiologi, Viruslab	The Public Health Agency of Sweden	Department of Microbiology et al
380159	Sweden/21-50163/2020	EPI_ISL_913346	Klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
380328	Sweden/RVFOI21-00079/2021	EPI_ISL_984979	Klinisk mikrobiologi, Region Västerbotten	CBRN Defence and Security, Swedish Defence Research Agency	Andreas Sjödin et al
486356	USA/WA-TB-c/2021	EPI_ISL_983870	TwinStrand Biosciences, Inc.	TwinStrand Biosciences, Inc.	Tan Li et al
